timestamp,predicted_load_kw,actual_load_kw,error_kw,absolute_error_kw
2018-08-22 07:00:00+00:00,40.916,40.1233100891113,-0.7926899108886971,0.7926899108886971
2018-08-22 08:00:00+00:00,38.368,37.9150390625,-0.4529609375000021,0.4529609375000021
2018-08-22 09:00:00+00:00,37.898,37.0621843338013,-0.8358156661987053,0.8358156661987053
2018-08-22 10:00:00+00:00,37.236,36.2153224945068,-1.0206775054931967,1.0206775054931967
2018-08-22 11:00:00+00:00,35.941,34.8345737457275,-1.106426254272499,1.106426254272499
2018-08-22 12:00:00+00:00,35.62,35.6749591827393,0.054959182739303,0.054959182739303
2018-08-22 13:00:00+00:00,33.411,33.4232606887817,0.01226068878170139,0.01226068878170139
2018-08-22 14:00:00+00:00,39.478,38.2945585250854,-1.183441474914602,1.183441474914602
2018-08-22 15:00:00+00:00,63.822,59.9730491638184,-3.8489508361816007,3.8489508361816007
2018-08-22 16:00:00+00:00,116.434,103.138984680176,-13.295015319824003,13.295015319824003
2018-08-22 17:00:00+00:00,137.744,127.853050231934,-9.890949768065994,9.890949768065994
2018-08-22 18:00:00+00:00,145.711,137.38646697998,-8.324533020019999,8.324533020019999
2018-08-22 19:00:00+00:00,143.52,137.107639312744,-6.412360687256012,6.412360687256012
2018-08-22 20:00:00+00:00,141.011,136.077598571777,-4.933401428222993,4.933401428222993
2018-08-22 21:00:00+00:00,124.489,120.984323501587,-3.504676498413005,3.504676498413005
2018-08-22 22:00:00+00:00,94.458,93.0262813568115,-1.4317186431885034,1.4317186431885034
2018-08-22 23:00:00+00:00,61.308,62.2216758728027,0.913675872802699,0.913675872802699
2018-08-23 00:00:00+00:00,53.962,54.2663383483887,0.304338348388697,0.304338348388697
2018-08-23 01:00:00+00:00,53.295,54.0023813247681,0.7073813247681002,0.7073813247681002
2018-08-23 02:00:00+00:00,47.779,47.079442024231,-0.6995579757690038,0.6995579757690038
2018-08-23 03:00:00+00:00,44.113,43.9532632827759,-0.15973671722409932,0.15973671722409932
2018-08-23 04:00:00+00:00,43.404,40.1691598892212,-3.234840110778805,3.234840110778805
2018-08-23 05:00:00+00:00,41.394,37.7133293151855,-3.680670684814501,3.680670684814501
2018-08-23 06:00:00+00:00,39.523,37.4440650939941,-2.0789349060059052,2.0789349060059052
